ID		
0	1	1
0	2	1
1	2	1
3	4	1
4	3	1
6	7	1
6	8	1
6	9	1
6	10	1
6	11	1
6	12	1
6	13	1
6	14	1
6	15	1
6	16	1
6	17	1
7	6	1
7	8	1
7	9	1
7	10	1
7	11	1
7	12	1
7	13	1
7	14	1
7	15	1
7	16	1
7	17	1
8	6	1
8	7	1
8	9	1
8	10	1
8	11	1
8	12	1
8	13	1
8	14	1
8	15	1
8	16	1
8	17	1
9	6	1
9	7	1
9	8	1
9	10	1
9	11	1
9	12	1
9	13	1
9	14	1
9	15	1
9	16	1
9	17	1
10	6	1
10	7	1
10	8	1
10	9	1
10	11	1
10	12	1
10	13	1
10	14	1
10	15	1
10	16	1
10	17	1
11	6	1
11	7	1
11	8	1
11	9	1
11	10	1
11	12	1
11	13	1
11	14	1
11	15	1
11	16	1
11	17	1
12	6	1
12	7	1
12	8	1
12	9	1
12	10	1
12	11	1
12	13	1
12	14	1
12	15	1
12	16	1
12	17	1
13	6	1
13	7	1
13	8	1
13	9	1
13	10	1
13	11	1
13	12	1
13	14	1
13	15	1
13	16	1
13	17	1
14	6	1
14	7	1
14	8	1
14	9	1
14	10	1
14	11	1
14	12	1
14	13	1
14	15	1
14	16	1
14	17	1
15	6	1
15	7	1
15	8	1
15	9	1
15	10	1
15	11	1
15	12	1
15	13	1
15	14	1
15	16	1
15	17	1
16	6	1
16	7	1
16	8	1
16	9	1
16	10	1
16	11	1
16	12	1
16	13	1
16	14	1
16	15	1
16	17	1
17	6	1
17	7	1
17	8	1
17	9	1
17	10	1
17	11	1
17	12	1
17	13	1
17	14	1
17	15	1
17	16	1
19	20	1
19	21	1
19	22	1
19	23	1
19	24	1
19	25	1
19	26	1
19	27	1
19	28	1
19	29	1
19	30	1
19	31	1
19	34	1
20	19	1
20	21	1
20	22	1
20	23	1
20	24	1
20	25	1
20	26	1
20	27	1
20	28	1
20	29	1
20	30	1
20	31	1
20	34	1
21	19	1
21	20	1
21	22	1
21	23	1
21	24	1
21	25	1
21	26	1
21	27	1
21	28	1
21	29	1
21	30	1
21	31	1
21	34	1
22	19	1
22	20	1
22	21	1
22	23	1
22	24	1
22	25	1
22	26	1
22	27	1
22	28	1
22	29	1
22	30	1
22	31	1
22	34	1
23	19	1
23	20	1
23	21	1
23	22	1
23	24	1
23	25	1
23	26	1
23	27	1
23	28	1
23	29	1
23	30	1
23	31	1
23	34	1
24	19	1
24	20	1
24	21	1
24	22	1
24	23	1
24	25	1
24	26	1
24	27	1
24	28	1
24	29	1
24	30	1
24	31	1
24	34	1
25	19	1
25	20	1
25	21	1
25	22	1
25	23	1
25	24	1
25	26	1
25	27	1
25	28	1
25	29	1
25	30	1
25	31	1
25	34	1
26	19	1
26	20	1
26	21	1
26	22	1
26	23	1
26	24	1
26	25	1
26	27	1
26	28	1
26	29	1
26	30	1
26	31	1
26	34	1
27	19	1
27	20	1
27	21	1
27	22	1
27	23	1
27	24	1
27	25	1
27	26	1
27	28	1
27	29	1
27	30	1
27	31	1
27	34	1
28	19	1
28	20	1
28	21	1
28	22	1
28	23	1
28	24	1
28	25	1
28	26	1
28	27	1
28	29	1
28	30	1
28	31	1
28	34	1
29	19	1
29	20	1
29	21	1
29	22	1
29	23	1
29	24	1
29	25	1
29	26	1
29	27	1
29	28	1
29	30	1
29	31	1
29	34	1
30	19	1
30	20	1
30	21	1
30	22	1
30	23	1
30	24	1
30	25	1
30	26	1
30	27	1
30	28	1
30	29	1
30	31	1
30	34	1
31	19	1
31	20	1
31	21	1
31	22	1
31	23	1
31	24	1
31	25	1
31	26	1
31	27	1
31	28	1
31	29	1
31	30	1
31	34	1
32	33	1
33	32	1
34	19	1
34	20	1
34	21	1
34	22	1
34	23	1
34	24	1
34	25	1
34	26	1
34	27	1
34	28	1
34	29	1
34	30	1
34	31	1
18	36	1
18	37	1
36	18	1
36	37	1
37	18	1
37	36	1
44	46	1
44	47	1
44	48	1
44	49	1
44	50	1
46	44	1
46	47	1
46	48	1
46	49	1
46	50	1
47	44	1
47	46	1
47	48	1
47	49	1
47	50	1
48	44	1
48	46	1
48	47	1
48	49	1
48	50	1
49	44	1
49	46	1
49	47	1
49	48	1
49	50	1
50	44	1
50	46	1
50	47	1
50	48	1
50	49	1
51	52	1
51	53	1
52	51	1
52	53	1
53	51	1
53	52	1
55	56	1
56	55	1
58	59	1
59	58	1
60	61	1
61	60	1
63	64	1
63	65	1
63	66	1
64	63	1
64	65	1
64	66	1
65	63	1
65	64	1
65	66	1
66	63	1
66	64	1
66	65	1
67	68	1
68	67	1
69	70	1
69	71	1
69	72	1
69	73	1
69	74	1
69	75	1
69	76	1
70	69	1
70	71	1
70	72	1
70	73	1
70	74	1
70	75	1
70	76	1
71	69	1
71	70	1
71	72	1
71	73	1
71	74	1
71	75	1
71	76	1
72	69	1
72	70	1
72	71	1
72	73	1
72	74	1
72	75	1
72	76	1
73	69	1
73	70	1
73	71	1
73	72	1
73	74	1
73	75	1
73	76	1
74	69	1
74	70	1
74	71	1
74	72	1
74	73	1
74	75	1
74	76	1
75	69	1
75	70	1
75	71	1
75	72	1
75	73	1
75	74	1
75	76	1
76	69	1
76	70	1
76	71	1
76	72	1
76	73	1
76	74	1
76	75	1
77	78	1
77	79	1
78	77	1
78	79	1
79	77	1
79	78	1
80	81	1
81	80	1
82	83	1
83	82	1
84	85	1
84	86	1
85	84	1
85	86	1
86	84	1
86	85	1
87	92	1
87	93	1
87	94	1
92	87	1
92	93	1
92	94	1
93	87	1
93	92	1
93	94	1
94	87	1
94	92	1
94	93	1
88	89	1
89	88	1
90	91	1
91	90	1
95	96	1
95	97	1
95	101	1
95	106	1
96	95	1
96	97	1
96	101	1
96	106	1
97	95	1
97	96	1
97	101	1
97	106	1
101	95	1
101	96	1
101	97	1
101	106	1
106	95	1
106	96	1
106	97	1
106	101	1
98	99	1
98	100	1
98	103	1
98	104	1
98	107	1
98	108	1
99	98	1
99	100	1
99	103	1
99	104	1
99	107	1
99	108	1
100	98	1
100	99	1
100	103	1
100	104	1
100	107	1
100	108	1
103	98	1
103	99	1
103	100	1
103	104	1
103	107	1
103	108	1
104	98	1
104	99	1
104	100	1
104	103	1
104	107	1
104	108	1
107	98	1
107	99	1
107	100	1
107	103	1
107	104	1
107	108	1
108	98	1
108	99	1
108	100	1
108	103	1
108	104	1
108	107	1
102	110	1
102	111	1
110	102	1
110	111	1
111	102	1
111	110	1
118	119	1
119	118	1
120	121	1
120	122	1
120	123	1
120	124	1
121	120	1
121	122	1
121	123	1
121	124	1
122	120	1
122	121	1
122	123	1
122	124	1
123	120	1
123	121	1
123	122	1
123	124	1
124	120	1
124	121	1
124	122	1
124	123	1
125	126	1
125	127	1
126	125	1
126	127	1
127	125	1
127	126	1
128	129	1
129	128	1
131	132	1
131	133	1
132	131	1
132	133	1
133	131	1
133	132	1
